x,y_hyd,y_fso,y_wat
6.1850000000000005,0.0,0.0,0.0
6.195,0.0,0.0,0.0
6.205,0.0,0.0,0.0
6.215,0.0,0.0,0.0
6.225,0.0,0.0,0.0
6.235,0.0,0.0,0.0
6.245,0.0,0.0,0.0
6.255,0.0,0.0,0.0
6.265000000000001,0.0,0.0,0.0
6.275,0.0,0.0,0.0
6.285,0.0,0.0,0.0
6.295,0.0,0.0,0.0
6.305,0.0,0.0,0.0
6.315,0.0,0.0,0.0
6.325,0.0,0.0,0.0
6.335,0.0,0.0,0.0
6.345000000000001,0.0,0.0,0.0
6.355,0.0,0.0,0.0
6.365,0.0,0.0,0.0
6.375,0.0,0.0,0.0
6.385,0.0,0.0,0.0
6.3950000000000005,0.0,0.0,0.0
6.405,0.0,0.0,0.0
6.415,0.0,0.0,0.0
6.425,0.0,0.0,0.0
6.4350000000000005,0.0,0.0,0.0
6.445,0.0,0.0,0.0
6.455,0.0,0.0,0.0
6.465,0.0,0.0,0.0
6.475,0.0,0.0,0.0
6.485,0.0,0.0,0.0
6.495,0.0,0.0,0.0
6.505,0.0,0.0,0.0
6.515000000000001,0.0,0.0,0.0
6.525,0.0,0.0,0.0
6.535,0.0,0.0,0.0
6.545,0.0,0.0,0.0
6.555,0.0,0.0,0.0
6.565,0.0,0.0,0.0
6.575,0.0,0.0,0.0
6.585,0.0,0.0,0.0
6.595000000000001,0.0,0.0,0.0
6.605,0.0,0.0,0.0
6.615,0.0,0.0,0.0
6.625,0.0,0.0,0.0
6.635,0.0,0.0,0.0
6.6450000000000005,0.0,0.0,0.0
6.655,0.0,0.0,0.0
6.665,0.0,0.0,0.0
6.675,0.0,0.0,0.0
6.6850000000000005,0.0,0.0,0.0
6.695,0.0,0.0,0.0
6.705,0.0,0.0,0.0
6.715,0.0,0.0,0.0
6.725,0.0,0.0,0.0
6.735,0.0,0.0,0.0
6.745,0.0,0.0,0.0
6.755,0.0,0.0,0.0
6.765000000000001,0.0,0.0,0.0
6.775,0.0,0.0,0.0
6.785,0.0,0.0,0.0
6.795,0.0,0.0,0.0
6.805,0.0,0.0,0.0
6.815,0.0,0.0,0.0
6.825,0.0,0.0,0.0
6.835,0.0,0.0,0.0
6.845000000000001,0.0,0.0,0.0
6.855,0.0,0.0,0.0
6.865,0.0,0.0,0.0
6.875,0.0,0.0,0.0
6.885,0.0,0.0,0.0
6.8950000000000005,0.0,0.0,0.0
6.905,0.0,0.0,0.0
6.915,0.0,0.0,0.0
6.925,0.0,0.0,0.0
6.9350000000000005,0.0,0.0,0.0
6.945,0.0,0.0,0.0
6.955,0.0,0.0,0.0
6.965,0.0,0.0,0.0
6.975,0.0,0.0,0.0
6.985,0.0,0.0,0.0
6.995,0.0,0.0,0.0
7.005,0.0,0.0,0.0
7.015000000000001,0.0,0.0,0.0
7.025,0.0,0.0,0.0
7.035,0.0,0.0,0.0
7.045,0.0,0.0,0.0
7.055,0.0,0.0,0.0
7.065,0.0,0.0,0.0
7.075,0.0,0.0,0.0
7.085,0.0,0.0,0.0
7.095000000000001,0.0,0.0,0.0
7.105,0.0,0.0,0.0
7.115,0.0,0.0,0.0
7.125,0.0,0.0,0.0
7.135,0.0,0.0,0.0
7.1450000000000005,0.0,0.0,0.0
7.155,0.0,0.0,0.0
7.165,0.0,0.0,0.0
7.175,0.0,0.0,0.0
7.1850000000000005,0.0,0.0,0.0
7.195,0.0,0.0,0.0
7.205,0.0,0.0,0.0
7.215,0.0,0.0,0.0
7.225,0.0,0.0,0.0
7.235,0.0,0.0,0.0
7.245,0.0,0.0,0.0
7.255,0.0,0.0,0.0
7.265000000000001,0.0,0.0,0.0
7.275,0.0,0.0,0.0
7.285,0.0,0.0,0.0
7.295,0.0,0.0,0.0
7.305,0.0,0.0,0.0
7.315,0.0,0.0,0.0
7.325,0.0,0.0,0.0
7.335,0.0,0.0,0.0
7.345000000000001,0.0,0.0,0.0
7.355,0.0,0.0,0.0
7.365,0.0,0.0,0.0
7.375,0.0,0.0,0.0
7.385,0.0,0.0,0.0
7.3950000000000005,0.0,0.0,0.0
7.405,0.0,0.0,0.0
7.415,0.0,0.0,0.0
7.425,0.0,0.0,0.0
7.4350000000000005,0.0,0.0,0.0
7.445,0.0,0.0,0.0
7.455,0.0,0.0,0.0
7.465,0.0,0.0,0.0
7.475,0.0,0.0,0.0
7.485,0.0,0.0,0.0
7.495,0.0,0.0,0.0
7.505,0.0,0.0,0.0
7.515000000000001,0.0,0.0,0.0
7.525,0.0,0.0,0.0
7.535,0.0,0.0,0.0
7.545,0.0,0.0,0.0
7.555,0.0,0.0,0.0
7.565,0.0,0.0,0.0
7.575,0.0,0.0,0.0
7.585,0.0,0.0,0.0
7.595000000000001,0.0,0.0,0.0
7.605,0.0,0.0,0.0
7.615,0.0,0.0,0.0
7.625,0.0,0.0,0.0
7.635,0.0,0.0,0.0
7.6450000000000005,0.0,0.0,0.0
7.655,0.0,0.0,0.0
7.665,0.0,0.0,0.0
7.675,0.0,0.0,0.0
7.6850000000000005,0.0,0.0,0.0
7.695,0.0,0.0,0.0
7.705,0.0,0.0,0.0
7.715,0.0,0.0,0.0
7.725,0.0,0.0,0.0
7.735,0.0,0.0,0.0
7.745,0.0,0.0,0.0
7.755,0.0,0.0,0.0
7.765000000000001,0.0,0.0,0.0
7.775,0.0,0.0,0.0
7.785,0.0,0.0,0.0
7.795,0.0,0.0,0.0
7.805,0.0,0.0,0.0
7.815,0.0,0.0,0.0
7.825,0.0,0.0,0.0
7.835,0.0,0.0,0.0
7.845000000000001,0.0,0.0,0.0
7.855,0.0,0.0,0.0
7.865,0.0,0.0,0.0
7.875,0.0,0.0,0.0
7.885,0.0,0.0,0.0
7.8950000000000005,0.0,0.0,0.0
7.905,0.0,0.0,0.0
7.915,0.0,0.0,0.0
7.925000000000001,0.0,0.0,0.0
7.9350000000000005,0.0,0.0,0.0
7.945,0.0,0.0,0.0
7.955,0.0,0.0,0.0
7.965,0.0,0.0,0.0
7.975,0.0,0.0,0.0
7.985,0.0,0.0,0.0
7.995,0.0,0.0,0.0
8.004999999999999,0.0,0.0,0.0
8.015,0.0,0.0,0.0
8.024999999999999,0.0,0.0,0.0
8.035,0.0,0.0,0.0
8.045000000000002,0.0,0.0,0.0
8.055,0.0,0.0,0.0
8.065000000000001,0.0,0.0,0.0
8.075,0.0,0.0,0.0
8.085,0.0,0.0,0.0
8.094999999999999,0.0,0.0,0.0
8.105,0.0,0.0,0.0
8.115,0.0,0.0,0.0
8.125,0.0,0.0,0.0
8.135000000000002,0.0,0.0,0.0
8.145,0.0,0.0,0.0
8.155000000000001,0.0,0.0,0.0
8.165,0.0,0.0,0.0
8.175,0.0,0.0,0.0
8.184999999999999,0.0,0.0,0.0
8.195,0.0,0.0,0.0
8.205,0.0,0.0,0.0
8.215,0.0,0.0,0.0
8.225000000000001,0.0,0.0,0.0
8.235,0.0,0.0,0.0
8.245000000000001,0.0,0.0,0.0
8.254999999999999,0.0,0.0,0.0
8.265,0.0,0.0,0.0
8.274999999999999,0.0,0.0,0.0
8.285,0.0,0.0,0.0
8.295000000000002,0.0,0.0,0.0
8.305,0.0,0.0,0.0
8.315000000000001,0.0,0.0,0.0
8.325,0.0,0.0,0.0
8.335,0.0,0.0,0.0
8.344999999999999,0.0,0.0,0.0
8.355,0.0,0.0,0.0
8.365,0.0,0.0,0.0
8.375,0.0,0.0,0.0
8.385000000000002,0.0,0.0,0.0
8.395,0.0,0.0,0.0
8.405000000000001,0.0,0.0,0.0
8.415,0.0,0.0,0.0
8.425,0.0,0.0,0.0
8.434999999999999,0.0,0.0,0.0
8.445,0.0,0.0,0.0
8.455,0.0,0.0,0.0
8.465,0.0,0.0,0.0
8.475000000000001,0.0,0.0,0.0
8.485,0.0,0.0,0.0
8.495000000000001,0.0,0.0,0.0
8.504999999999999,0.0,0.0,0.0
8.515,0.0,0.0,0.0
8.524999999999999,0.0,0.0,0.0
8.535,0.0,0.0,0.0
8.545000000000002,0.0,0.0,0.0
8.555,0.0,0.0,0.0
8.565000000000001,0.0,0.0,0.0
8.575,0.0,0.0,0.0
8.585,0.0,0.0,0.0
8.594999999999999,0.0,0.0,0.0
8.605,0.0,0.0,0.0
8.615,0.0,0.0,0.0
8.625,0.0,0.0,0.0
8.635000000000002,0.0,0.0,0.0
8.645,0.0,0.0,0.0
8.655000000000001,0.0,0.0,0.0
8.665,0.0,0.0,0.0
8.675,0.0,0.0,0.0
8.684999999999999,0.0,0.0,0.0
8.695,0.0,0.0,0.0
8.705000000000002,0.0,0.0,0.0
8.715,0.0,0.0,0.0
8.725000000000001,0.0,0.0,0.0
8.735,0.0,0.0,0.0
8.745000000000001,0.0,0.0,0.0
8.754999999999999,0.0,0.0,0.0
8.765,0.0,0.0,0.0
8.774999999999999,0.0,0.0,0.0
8.785,0.0,0.0,0.0
8.795000000000002,0.0,0.0,0.0
8.805,0.0,0.0,0.0
8.815000000000001,0.0,0.0,0.0
8.825,0.0,0.0,0.0
8.835,0.0,0.0,0.0
8.844999999999999,0.0,0.0,0.0
8.855,0.0,0.0,0.0
8.865,0.0,0.0,0.0
8.875,0.0,0.0,0.0
8.885000000000002,0.0,0.0,0.0
8.895,0.0,0.0,0.0
8.905000000000001,0.0,0.0,0.0
8.915,0.0,0.0,0.0
8.925,0.0,0.0,0.0
8.934999999999999,0.0,0.0,0.0
8.945,0.0,0.0,0.0
8.955000000000002,0.0,0.0,0.0
8.965,0.0,0.0,0.0
8.975000000000001,0.0,0.0,0.0
8.985,0.0,0.0,0.0
8.995000000000001,0.0,0.0,0.0
9.004999999999999,0.0,0.0,0.0
9.015,0.0,0.0,0.0
9.024999999999999,0.0,0.0,0.0
9.035,0.0,0.0,0.0
9.045000000000002,0.0,0.0,0.0
9.055,0.0,0.0,0.0
9.065000000000001,0.0,0.0,0.0
9.075,0.0,0.0,0.0
9.085,0.0,0.0,0.0
9.094999999999999,0.0,0.0,0.0
9.105,0.0,0.0,0.0
9.115,0.0,0.0,0.0
9.125,0.0,0.0,0.0
9.135000000000002,0.0,0.0,0.0
9.145,0.0,0.0,0.0
9.155000000000001,0.0,0.0,0.0
9.165,0.0,0.0,0.0
9.175,0.0,0.0,0.0
9.184999999999999,0.0,0.0,0.0
9.195,0.0,0.0,0.0
9.205000000000002,0.0,0.0,0.0
9.215,0.0,0.0,0.0
9.225000000000001,0.0,0.0,0.0
9.235,0.0,0.0,0.0
9.245000000000001,0.0,0.0,0.0
9.254999999999999,0.0,0.0,0.0
9.265,0.0,0.0,0.0
9.274999999999999,0.0,0.0,0.0
9.285,0.0,0.0,0.0
9.295000000000002,0.0,0.0,0.0
9.305,0.0,0.0,0.0
9.315000000000001,0.0,0.0,0.0
9.325,0.0,0.0,0.0
9.335,0.0,0.0,0.0
9.344999999999999,0.0,0.0,0.0
9.355,0.0,0.0,0.0
9.365,0.0,0.0,0.0
9.375,0.0,0.0,0.0
9.385000000000002,0.0,0.0,0.0
9.395,0.0,0.0,0.0
9.405000000000001,0.0,0.0,0.0
9.415,0.0,0.0,0.0
9.425,0.0,0.0,0.0
9.434999999999999,0.0,0.0,0.0
9.445,0.0,0.0,0.0
9.455000000000002,0.0,0.0,0.0
9.465,0.0,0.0,0.0
9.475000000000001,0.0,0.0,0.0
9.485,0.0,0.0,0.0
9.495000000000001,0.0,0.0,0.0
9.504999999999999,0.0,0.0,0.0
9.515,0.0,0.0,0.0
9.524999999999999,0.0,0.0,0.0
9.535,0.0,0.0,0.0
9.545000000000002,0.0,0.0,0.0
9.555,0.0,0.0,0.0
9.565000000000001,0.0,0.0,0.0
9.575,0.0,0.0,0.0
9.585,0.0,0.0,0.0
9.594999999999999,0.0,0.0,0.0
9.605,0.0,0.0,0.0
9.615,0.0,0.0,0.0
9.625,0.0,0.0,0.0
9.635000000000002,0.0,0.0,0.0
9.645,0.0,0.0,0.0
9.655000000000001,0.0,0.0,0.0
9.665,0.0,0.0,0.0
9.675,0.0,0.0,0.0
9.684999999999999,0.0,0.0,0.0
9.695,0.0,0.0,0.0
9.705000000000002,0.0,0.0,0.0
9.715,0.0,0.0,0.0
9.725000000000001,0.0,0.0,0.0
9.735,0.0,0.0,0.0
9.745000000000001,0.0,0.0,0.0
9.754999999999999,0.0,0.0,0.0
9.765,0.0,0.0,0.0
9.774999999999999,0.0,0.0,0.0
9.785,0.0,0.0,0.0
9.795000000000002,0.0,0.0,0.0
9.805,0.0,0.0,0.0
9.815000000000001,0.0,0.0,0.0
9.825,0.0,0.0,0.0
9.835,0.0,0.0,0.0
9.844999999999999,0.0,0.0,0.0
9.855,0.0,0.0,0.0
9.865,0.0,0.0,0.0
9.875,0.0,0.0,0.0
9.885000000000002,0.0,0.0,0.0
9.895,0.0,0.0,0.0
9.905000000000001,0.0,0.0,0.0
9.915,0.0,0.0,0.0
9.925,0.0,0.0,0.0
9.934999999999999,0.0,0.0,0.0
9.945,0.0,0.0,0.0
9.955000000000002,0.0,0.0,0.0
9.965,0.0,0.0,0.0
9.975000000000001,0.0,0.0,0.0
9.985,0.0,0.0,0.0
9.995000000000001,0.0,0.0,0.0
