0.000000	0.000000
0.500000	0.000000
1.000000	0.000000
1.500000	0.000000
2.000000	0.000000
2.500000	0.000000
3.000000	0.000000
3.500000	0.000000
4.000000	0.000000
4.500000	0.000000
5.000000	0.000000
5.500000	0.000000
6.000000	0.000000
6.500000	0.000000
7.000000	0.000000
7.500000	0.000000
8.000000	0.000000
8.500000	0.000000
9.000000	0.000000
9.500000	0.000000
10.000000	0.000000
10.500000	0.000000
11.000000	0.000000
11.500000	0.000000
12.000000	0.000000
12.500000	0.000000
13.000000	0.000000
13.500000	0.000000
14.000000	0.000000
14.500000	0.000000
15.000000	0.000000
15.500000	0.000000
16.000000	0.000000
16.500000	0.000000
17.000000	0.000000
17.500000	0.000000
18.000000	0.000000
18.500000	0.000000
19.000000	0.000000
19.500000	0.000000
20.000000	0.000000
20.500000	0.000000
21.000000	0.000000
21.500000	0.000000
22.000000	0.000000
22.500000	0.000000
23.000000	0.000000
23.500000	0.000000
24.000000	0.000000
24.500000	0.000000
25.000000	0.000000
25.500000	0.000000
26.000000	0.000000
26.500000	0.000000
27.000000	0.000000
27.500000	0.000000
28.000000	0.000000
28.500000	0.000002
29.000000	0.000003
29.500000	0.000007
30.000000	0.000014
30.500000	0.000027
31.000000	0.000047
31.500000	0.000078
32.000000	0.000119
32.500000	0.000179
33.000000	0.000266
33.500000	0.000397
34.000000	0.000602
34.500000	0.000906
35.000000	0.001313
35.500000	0.001808
36.000000	0.002337
36.500000	0.002873
37.000000	0.003369
37.500000	0.003803
38.000000	0.004140
38.500000	0.004389
39.000000	0.004548
39.500000	0.004660
40.000000	0.004700
40.500000	0.004694
41.000000	0.004659
41.500000	0.004597
42.000000	0.004522
42.500000	0.004455
43.000000	0.004359
43.500000	0.004270
44.000000	0.004185
44.500000	0.004098
45.000000	0.004032
45.500000	0.003962
46.000000	0.003903
46.500000	0.003848
47.000000	0.003785
47.500000	0.003743
48.000000	0.003709
48.500000	0.003679
49.000000	0.003649
49.500000	0.003618
50.000000	0.003615
50.500000	0.003612
51.000000	0.003607
51.500000	0.003609
52.000000	0.003626
52.500000	0.003650
53.000000	0.003668
53.500000	0.003709
54.000000	0.003746
54.500000	0.003789
55.000000	0.003845
55.500000	0.003906
56.000000	0.003969
56.500000	0.004011
57.000000	0.004065
57.500000	0.004099
58.000000	0.004138
58.500000	0.004159
59.000000	0.004177
59.500000	0.004191
60.000000	0.004208
60.500000	0.004203
61.000000	0.004200
61.500000	0.004195
62.000000	0.004196
62.500000	0.004188
63.000000	0.004197
63.500000	0.004207
64.000000	0.004206
64.500000	0.004212
65.000000	0.004225
65.500000	0.004245
66.000000	0.004267
66.500000	0.004278
67.000000	0.004310
67.500000	0.004339
68.000000	0.004350
68.500000	0.004383
69.000000	0.004408
69.500000	0.004445
70.000000	0.004459
70.500000	0.004492
71.000000	0.004512
71.500000	0.004539
72.000000	0.004559
72.500000	0.004583
73.000000	0.004613
73.500000	0.004625
74.000000	0.004653
74.500000	0.004660
75.000000	0.004669
75.500000	0.004687
76.000000	0.004701
76.500000	0.004714
77.000000	0.004717
77.500000	0.004724
78.000000	0.004733
78.500000	0.004742
79.000000	0.004737
79.500000	0.004745
80.000000	0.004746
80.500000	0.004747
81.000000	0.004752
81.500000	0.004744
82.000000	0.004735
82.500000	0.004742
83.000000	0.004724
83.500000	0.004730
84.000000	0.004729
84.500000	0.004717
85.000000	0.004717
85.500000	0.004707
86.000000	0.004705
86.500000	0.004709
87.000000	0.004696
87.500000	0.004690
88.000000	0.004688
88.500000	0.004676
89.000000	0.004668
89.500000	0.004667
90.000000	0.004665
90.500000	0.004657
91.000000	0.004654
91.500000	0.004652
92.000000	0.004641
92.500000	0.004642
93.000000	0.004637
93.500000	0.004636
94.000000	0.004624
94.500000	0.004623
95.000000	0.004616
95.500000	0.004605
96.000000	0.004596
96.500000	0.004586
97.000000	0.004593
97.500000	0.004583
98.000000	0.004571
98.500000	0.004560
99.000000	0.004559
99.500000	0.004551
100.000000	0.004542
100.500000	0.004530
101.000000	0.004530
101.500000	0.004519
102.000000	0.004500
102.500000	0.004501
103.000000	0.004498
103.500000	0.004477
104.000000	0.004473
104.500000	0.004462
105.000000	0.004453
105.500000	0.004438
106.000000	0.004432
106.500000	0.004420
107.000000	0.004400
107.500000	0.004396
108.000000	0.004381
108.500000	0.004372
109.000000	0.004368
109.500000	0.004349
110.000000	0.004338
110.500000	0.004318
111.000000	0.004299
111.500000	0.004302
112.000000	0.004285
112.500000	0.004267
113.000000	0.004264
113.500000	0.004243
114.000000	0.004232
114.500000	0.004211
115.000000	0.004193
115.500000	0.004176
116.000000	0.004159
116.500000	0.004136
117.000000	0.004121
117.500000	0.004097
118.000000	0.004088
118.500000	0.004069
119.000000	0.004049
119.500000	0.004016
120.000000	0.004007
120.500000	0.003986
121.000000	0.003963
121.500000	0.003944
122.000000	0.003921
122.500000	0.003890
123.000000	0.003880
123.500000	0.003852
124.000000	0.003831
124.500000	0.003805
125.000000	0.003787
125.500000	0.003757
126.000000	0.003742
126.500000	0.003728
127.000000	0.003697
127.500000	0.003664
128.000000	0.003642
128.500000	0.003619
129.000000	0.003601
129.500000	0.003567
130.000000	0.003545
130.500000	0.003521
131.000000	0.003495
